_Id,Forename,Surname,Address,Town,County,Year_Born,Gender,Commitment,Weakness,Height,Weight
5cc8ed62fc13ae3b0f0000bb,Connor,Scotchbourouge,52 Sunnyside Place,Seattle,Washington,2000,Male,Fair,Breathing,167.61,50.53
5cc8ed62fc13ae3b0f0000bc,Salem,Clavey,673 Fallview Road,Dallas,Texas,1996,Male,Fair,Turning,207.59,58.74
5cc8ed62fc13ae3b0f0000bd,Barbe,Pagin,44 Tony Point,Los Angeles,California,1982,Female,Good,Breathing,164.6,71.63
5cc8ed62fc13ae3b0f0000be,Hoyt,Calderon,5165 Atwood Pass,Detroit,Michigan,1990,Male,Good,Use of Feet,124.29,51.99
5cc8ed62fc13ae3b0f0000bf,Orazio,Warton,711 Stang Pass,Jefferson City,Missouri,1982,Male,Fair,Arm Action,165.54,77.88
5cc8ed62fc13ae3b0f0000c0,Amabelle,Woloschinski,35 8th Lane,Chicago,Illinois,2007,Female,Excellent,Breathing,184.16,67.79
5cc8ed62fc13ae3b0f0000c1,Cobby,Terbrugge,7 Canary Lane,Buffalo,New York,1989,Male,Fair,Breathing,157.67,76.82
5cc8ed62fc13ae3b0f0000c2,Patrice,Lorrimer,51 Scoville Drive,New York City,New York,1996,Male,Excellent,Turning,164.53,76.69
5cc8ed62fc13ae3b0f0000c3,Denver,Turpin,3 Barby Avenue,Boise,Idaho,1994,Male,Fair,Breathing,170.95,88.6
5cc8ed62fc13ae3b0f0000c4,Caty,Percifer,6549 Waubesa Alley,El Paso,Texas,1981,Female,Fair,Arm Action,136.91,74.51
5cc8ed62fc13ae3b0f0000c5,Carol,Groucutt,869 Hayes Road,Fort Wayne,Indiana,1999,Female,Fair,Arm Action,144.26,68.8
5cc8ed62fc13ae3b0f0000c6,Rozanne,Jakubski,27485 Division Crossing,Columbus,Ohio,1992,Female,Fair,Use of Feet,120.84,40.37
5cc8ed62fc13ae3b0f0000c7,Dori,Rubinovitsch,1 Blackbird Street,Washington,District of Columbia,1983,Female,Excellent,Arm Action,192.16,74.37
5cc8ed62fc13ae3b0f0000c8,Aviva,Hartell,90388 Dahle Park,Shawnee Mission,Kansas,1997,Female,Fair,Breathing,180.82,82.81
5cc8ed62fc13ae3b0f0000c9,Herve,Abson,31 Bunting Avenue,Madison,Wisconsin,1983,Male,Good,Use of Feet,146.71,60.31
5cc8ed62fc13ae3b0f0000ca,Tammie,Baugham,016 Lakewood Parkway,Louisville,Kentucky,2000,Male,Fair,Use of Feet,208.37,90.09
5cc8ed62fc13ae3b0f0000cb,Kendra,McPartling,50 Briar Crest Junction,Spokane,Washington,1999,Female,Fair,Arm Action,129.74,60.49
5cc8ed62fc13ae3b0f0000cc,Sianna,Hebson,02353 Vidon Crossing,Phoenix,Arizona,1993,Female,Good,Breathing,208.07,94.91
5cc8ed62fc13ae3b0f0000cd,Culver,Pharo,043 Mitchell Way,Richmond,Virginia,1989,Male,Good,Turning,124.05,79.21
5cc8ed62fc13ae3b0f0000ce,Kalvin,Buckthought,55 Bellgrove Circle,Chico,California,2008,Male,Fair,Breathing,182.36,42.5
5cc8ed62fc13ae3b0f0000cf,Gray,Brockie,4902 Meadow Vale Trail,Monticello,Minnesota,1988,Male,Excellent,Use of Feet,140.46,50.89
5cc8ed62fc13ae3b0f0000d0,Jasmine,Milmo,0 Crescent Oaks Lane,Saint Petersburg,Florida,1989,Female,Excellent,Arm Action,203.79,90.85
5cc8ed62fc13ae3b0f0000d1,Bria,Holcroft,3262 Packers Pass,Baltimore,Maryland,2003,Female,Excellent,Breathing,172.75,61.32
5cc8ed62fc13ae3b0f0000d2,Theodor,O'Currine,9192 Holy Cross Pass,Memphis,Tennessee,1980,Male,Excellent,Breathing,153.6,49.79
5cc8ed62fc13ae3b0f0000d3,Katie,Deverock,810 Banding Junction,Indianapolis,Indiana,2000,Female,Excellent,Arm Action,146.97,73.71
5cc8ed62fc13ae3b0f0000d4,Bernice,Oakden,7420 Burning Wood Street,El Paso,Texas,1987,Female,Excellent,Breathing,138.93,66.17
5cc8ed62fc13ae3b0f0000d5,Shena,Bushnell,7685 Talmadge Hill,,,1980,Female,,,174.24,41.99
5cc8ed62fc13ae3b0f0000d6,Dunc,Heistermann,3 Buell Crossing,Tulsa,Oklahoma,1995,Male,Excellent,Use of Feet,200.73,77.0
5cc8ed62fc13ae3b0f0000d7,Carolus,Dimitrie,209 American Ash Point,,,2003,Male,,,211.31,44.17
5cc8ed62fc13ae3b0f0000d8,Nathan,Thairs,9 Schmedeman Lane,Richmond,Virginia,1981,Male,Fair,Breathing,175.05,81.77
5cc8ed62fc13ae3b0f0000d9,Richard,Arnson,183 Crowley Terrace,Charlotte,North Carolina,2003,Male,Excellent,Turning,167.74,91.08
5cc8ed62fc13ae3b0f0000da,Dewie,Bertin,5124 Comanche Street,Boston,Massachusetts,1982,Male,Excellent,Use of Feet,154.41,83.74
5cc8ed62fc13ae3b0f0000db,Hobart,Goldes,9794 Pine View Center,New Haven,Connecticut,1986,Male,Good,Turning,186.58,79.95
5cc8ed62fc13ae3b0f0000dc,Caria,Longridge,39 Redwing Court,Kansas City,Missouri,1998,Female,Fair,Use of Feet,135.56,83.82
5cc8ed62fc13ae3b0f0000dd,Sutherlan,Jossum,585 Lakewood Alley,Charleston,South Carolina,1991,Male,Fair,Arm Action,212.88,51.34
5cc8ed62fc13ae3b0f0000de,Cynde,Riches,820 Mayfield Avenue,Winston Salem,North Carolina,2001,Female,Fair,Arm Action,202.96,48.48
5cc8ed62fc13ae3b0f0000df,Dela,Partkya,72059 Coolidge Parkway,Clearwater,Florida,1991,Female,Excellent,Turning,135.08,90.0
5cc8ed62fc13ae3b0f0000e0,Sabra,Tessington,2 Scott Hill,Orlando,Florida,1983,Female,Fair,Use of Feet,165.25,97.68
5cc8ed62fc13ae3b0f0000e1,Pascale,Belford,19460 Vera Terrace,Harrisburg,Pennsylvania,1993,Male,Fair,Arm Action,123.7,90.82
5cc8ed62fc13ae3b0f0000e2,Randolph,Howlin,94 Marquette Drive,Modesto,California,1983,Male,Good,Use of Feet,205.2,56.06
5cc8ed62fc13ae3b0f0000e3,Phip,Ridewood,2870 Hansons Trail,Cincinnati,Ohio,1997,Male,Fair,Arm Action,181.6,67.81
5cc8ed62fc13ae3b0f0000e4,Hatty,Wintle,688 Melody Junction,Atlanta,Georgia,1999,Female,Fair,Turning,207.72,60.13
5cc8ed62fc13ae3b0f0000e5,Adey,Patching,162 Blackbird Hill,Salt Lake City,Utah,1994,Female,Excellent,Breathing,182.14,89.26
5cc8ed62fc13ae3b0f0000e6,Ode,Girod,97284 Westridge Alley,El Paso,Texas,2001,Male,Fair,Arm Action,205.59,77.33
5cc8ed62fc13ae3b0f0000e7,Alix,Gergely,3055 7th Avenue,Chicago,Illinois,1987,Male,Excellent,Turning,161.66,84.66
5cc8ed62fc13ae3b0f0000e8,Connie,Waszkiewicz,78985 Buell Terrace,Houston,Texas,2003,Female,Fair,Turning,209.38,65.28
5cc8ed62fc13ae3b0f0000e9,Mia,Doleman,0 Bartillon Court,Sarasota,Florida,2007,Female,Fair,Use of Feet,199.44,68.43
5cc8ed62fc13ae3b0f0000ea,Nerta,Benedikt,0821 Veith Trail,Boulder,Colorado,1986,Female,Excellent,Use of Feet,183.78,74.97
5cc8ed62fc13ae3b0f0000eb,Harriet,Pizzey,3 Clyde Gallagher Terrace,Topeka,Kansas,1984,Female,Excellent,Breathing,177.78,48.62
5cc8ed62fc13ae3b0f0000ec,Philip,Sherington,2 Little Fleur Way,Boston,Massachusetts,2002,Male,Good,Breathing,128.46,84.54
5cc8ed62fc13ae3b0f0000ed,Bree,Donnersberg,0 Sauthoff Junction,Denver,Colorado,1981,Female,Fair,Arm Action,188.98,94.29
5cc8ed62fc13ae3b0f0000ee,Parrnell,Gunney,0487 Di Loreto Center,Los Angeles,California,1999,Male,Good,Arm Action,183.63,85.84
5cc8ed62fc13ae3b0f0000ef,Erena,Barbe,19 Grayhawk Alley,Springfield,Illinois,1998,Female,Excellent,Breathing,197.18,90.12
5cc8ed62fc13ae3b0f0000f0,Miran,Cashell,5 Granby Circle,Lakeland,Florida,1987,Female,Good,Use of Feet,194.41,65.09
5cc8ed62fc13ae3b0f0000f1,Mufinella,McGaughay,116 Mcbride Road,Spring,Texas,1992,Female,Good,Arm Action,167.71,97.76
5cc8ed62fc13ae3b0f0000f2,Robert,Carbine,30563 Moland Alley,Jackson,Tennessee,1982,Male,Good,Turning,190.65,87.08
5cc8ed62fc13ae3b0f0000f3,Ann-marie,Kitlee,51367 Fallview Plaza,Orlando,Florida,1982,Female,Fair,Use of Feet,192.77,67.47
5cc8ed62fc13ae3b0f0000f4,Geordie,Paulino,55328 Loeprich Center,Gainesville,Florida,1980,Male,Fair,Use of Feet,169.17,78.67
5cc8ed62fc13ae3b0f0000f5,Maxie,Goodsir,20920 Main Plaza,Charlotte,North Carolina,1984,Male,Fair,Use of Feet,129.72,75.47
5cc8ed62fc13ae3b0f0000f6,Aura,Crewes,930 Cambridge Avenue,New York City,New York,1989,Female,Excellent,Arm Action,190.96,64.07
5cc8ed62fc13ae3b0f0000f7,Shayne,Sporle,2006 Alpine Hill,Odessa,Texas,2005,Female,Excellent,Use of Feet,209.81,90.44
5cc8ed62fc13ae3b0f0000f8,Carmencita,Wildblood,538 Birchwood Junction,Minneapolis,Minnesota,1983,Female,Fair,Use of Feet,177.02,40.48
5cc8ed62fc13ae3b0f0000f9,Pamelina,Grimm,348 Division Crossing,Racine,Wisconsin,2007,Female,Excellent,Use of Feet,150.64,40.49
5cc8ed62fc13ae3b0f0000fa,Eolanda,Dewan,99326 Crest Line Hill,Memphis,Tennessee,2003,Female,Good,Use of Feet,140.32,73.46
5cc8ed62fc13ae3b0f0000fb,Alley,Reitenbach,461 Corry Court,Brooklyn,New York,2000,Male,Good,Arm Action,191.93,46.55
5cc8ed62fc13ae3b0f0000fc,Tyne,Friett,380 Tennyson Circle,Juneau,Alaska,2007,Female,Excellent,Use of Feet,173.18,98.24
5cc8ed62fc13ae3b0f0000fd,Paxton,Le Estut,42376 Linden Terrace,Phoenix,Arizona,2005,Male,Good,Use of Feet,157.67,80.45
5cc8ed62fc13ae3b0f0000fe,Nevsa,Wennington,3 Hayes Terrace,Arlington,Virginia,1981,Female,Excellent,Use of Feet,156.81,85.55
5cc8ed62fc13ae3b0f0000ff,Brigida,Starton,6521 Heffernan Hill,Lubbock,Texas,2001,Female,Fair,Use of Feet,172.91,82.15
5cc8ed62fc13ae3b0f000100,Averill,Gadson,89224 Anthes Circle,Oceanside,California,2007,Male,Good,Turning,157.63,60.4
5cc8ed62fc13ae3b0f000101,Elmer,Plumbridge,945 Butternut Court,Richmond,Virginia,1989,Male,Good,Breathing,140.99,95.09
5cc8ed62fc13ae3b0f000102,Mimi,Barnfather,616 Meadow Ridge Circle,Boise,Idaho,2006,Female,Fair,Use of Feet,214.24,58.48
5cc8ed62fc13ae3b0f000103,Lamar,Jeffryes,463 Charing Cross Court,Washington,District of Columbia,1987,Male,Good,Use of Feet,139.84,44.94
5cc8ed62fc13ae3b0f000104,Danita,Terne,2180 Badeau Alley,Glendale,California,1986,Female,Fair,Arm Action,131.37,49.51
5cc8ed62fc13ae3b0f000105,Reeba,Rigler,258 Truax Road,San Antonio,Texas,1983,Female,Fair,Use of Feet,202.38,86.36
5cc8ed62fc13ae3b0f000106,Bartolomeo,Reppaport,7048 Golf View Center,Washington,District of Columbia,2000,Male,Good,Turning,151.26,99.86
5cc8ed62fc13ae3b0f000107,Kelley,Laidlaw,3185 Schurz Plaza,Detroit,Michigan,1991,Female,Excellent,Turning,157.08,98.07
5cc8ed62fc13ae3b0f000108,Gallagher,McCoish,201 Reinke Center,Miami,Florida,2002,Male,Excellent,Use of Feet,127.75,51.43
5cc8ed62fc13ae3b0f000109,Elene,Cuolahan,0 Golden Leaf Terrace,Lancaster,Pennsylvania,2008,Female,Good,Breathing,203.18,92.99
5cc8ed62fc13ae3b0f00010a,Dasie,Symmers,18 Schlimgen Court,Ogden,Utah,1988,Female,Fair,Breathing,194.22,46.12
5cc8ed62fc13ae3b0f00010b,Tulley,De Launde,46985 Kipling Road,Seminole,Florida,2001,Male,Excellent,Breathing,191.56,91.69
5cc8ed62fc13ae3b0f00010c,Kayla,Fellgate,86 Northport Park,Kent,Washington,2000,Female,Good,Turning,149.24,43.13
5cc8ed62fc13ae3b0f00010d,Luz,Bresnahan,3 Sommers Crossing,Washington,District of Columbia,2003,Female,Excellent,Arm Action,144.55,88.58
5cc8ed62fc13ae3b0f00010e,Lucius,Canelas,71 Pleasure Crossing,Pensacola,Florida,1991,Male,Excellent,Turning,171.72,78.12
5cc8ed62fc13ae3b0f00010f,Marcelo,Rabbage,6 Banding Circle,Miami,Florida,1980,Male,Excellent,Use of Feet,179.57,66.3
5cc8ed62fc13ae3b0f000110,Chrissie,Fearns,71 Eastlawn Road,Miami,Florida,1982,Female,Excellent,Use of Feet,149.34,96.06
5cc8ed62fc13ae3b0f000111,Marney,Coulston,31 Truax Hill,Memphis,Tennessee,1995,Female,Excellent,Use of Feet,131.01,96.5
5cc8ed62fc13ae3b0f000112,Emilie,Scain,73 Orin Pass,Dayton,Ohio,1989,Female,Fair,Use of Feet,163.86,64.63
5cc8ed62fc13ae3b0f000113,Cortie,Bontoft,5 2nd Way,Springfield,Illinois,1989,Male,Good,Breathing,214.35,90.68
5cc8ed62fc13ae3b0f000114,Conrado,Dunstall,82 Muir Road,Reno,Nevada,1994,Male,Fair,Arm Action,156.22,45.86
5cc8ed62fc13ae3b0f000115,Charita,Hanigan,52 Little Fleur Junction,Tulsa,Oklahoma,2004,Female,Good,Arm Action,171.88,43.83
5cc8ed62fc13ae3b0f000116,Idalina,Polson,0350 3rd Street,Shawnee Mission,Kansas,1997,Female,Fair,Turning,160.54,41.64
5cc8ed62fc13ae3b0f000117,Kary,Padilla,21523 Service Plaza,Dallas,Texas,1989,Female,Good,Turning,163.35,73.4
5cc8ed62fc13ae3b0f000118,Glenn,Gater,48 Farragut Terrace,,,2001,Male,,,139.01,90.89
5cc8ed62fc13ae3b0f000119,Boyd,O'Hagerty,10 Coolidge Lane,Dallas,Texas,1998,Male,Excellent,Use of Feet,196.1,63.5
5cc8ed62fc13ae3b0f00011a,Gill,Aplin,8 Sugar Alley,Tempe,Arizona,2006,Male,Good,Use of Feet,121.7,74.18
5cc8ed62fc13ae3b0f00011b,Marley,Barnish,3 Spaight Parkway,Gainesville,Florida,1981,Female,Fair,Breathing,182.58,92.51
5cc8ed62fc13ae3b0f00011c,Bartholomeo,Kestell,13 Columbus Alley,Providence,Rhode Island,1998,Male,Excellent,Use of Feet,185.53,66.14
5cc8ed62fc13ae3b0f00011d,Axel,Breen,5 Tomscot Lane,New Hyde Park,New York,1991,Male,Fair,Arm Action,211.26,87.1
5cc8ed62fc13ae3b0f00011e,Suzann,Ankrett,84305 Hoard Hill,Boston,Massachusetts,1990,Female,Good,Turning,209.32,62.86
5cc8ed62fc13ae3b0f00011f,Ervin,Balaisot,3 Commercial Pass,Tucson,Arizona,1983,Male,Excellent,Turning,145.74,65.4
5cc8ed62fc13ae3b0f000120,Carmella,Wreight,44 Nova Court,,,2003,Female,,,155.33,63.6
5cc8ed62fc13ae3b0f000121,Matty,Merry,4943 Maple Wood Parkway,Lincoln,Nebraska,1981,Male,Excellent,Turning,165.71,87.9
5cc8ed62fc13ae3b0f000122,Erv,Paulack,8077 Melrose Center,San Diego,California,1999,Male,Fair,Arm Action,190.58,42.32
5cc8ed62fc13ae3b0f000123,Haven,Brackpool,38 8th Place,Jamaica,New York,1999,Male,Good,Breathing,167.77,50.68
5cc8ed62fc13ae3b0f000124,Bordie,Martinie,871 Arapahoe Alley,El Paso,Texas,1990,Male,Fair,Use of Feet,132.12,41.95
5cc8ed62fc13ae3b0f000125,Seana,Roset,142 Eagan Drive,San Jose,California,1987,Female,Fair,Arm Action,202.72,99.72
5cc8ed62fc13ae3b0f000126,Gorden,Wysome,5 Cambridge Drive,Denver,Colorado,1998,Male,Fair,Arm Action,179.86,46.9
5cc8ed62fc13ae3b0f000127,Baxter,Gooley,939 Carioca Avenue,Washington,District of Columbia,2001,Male,Excellent,Use of Feet,203.61,95.56
5cc8ed62fc13ae3b0f000128,Emmy,Cleugh,7 Anniversary Pass,Louisville,Kentucky,2006,Male,Good,Arm Action,136.29,81.61
5cc8ed62fc13ae3b0f000129,Larisa,Revitt,01 Heath Alley,Canton,Ohio,1988,Female,Good,Turning,121.62,54.22
5cc8ed62fc13ae3b0f00012a,Hiram,Sarginson,524 Oneill Crossing,Houston,Texas,1990,Male,Fair,Use of Feet,202.2,90.77
5cc8ed62fc13ae3b0f00012b,Mead,Catlin,930 Burrows Junction,Cincinnati,Ohio,2000,Male,Excellent,Use of Feet,128.33,60.01
5cc8ed62fc13ae3b0f00012c,Jamal,Le Blond,80 Northport Plaza,Port Washington,New York,1996,Male,Good,Turning,120.98,90.47
5cc8ed62fc13ae3b0f00012d,Melisenda,Fisher,83 Springs Street,San Antonio,Texas,2008,Female,Good,Breathing,125.53,51.75
5cc8ed62fc13ae3b0f00012e,Gabe,Bonicelli,06 Glacier Hill Place,Washington,District of Columbia,2004,Male,Fair,Arm Action,127.29,75.07
5cc8ed62fc13ae3b0f00012f,Amandie,MacRierie,6801 Pond Parkway,Tacoma,Washington,2003,Female,Fair,Arm Action,139.46,94.68
5cc8ed62fc13ae3b0f000130,Karena,Bangle,2 Northport Point,Provo,Utah,1998,Female,Good,Turning,126.61,52.53
5cc8ed62fc13ae3b0f000131,Parker,Rilings,336 Knutson Circle,Washington,District of Columbia,1981,Male,Good,Use of Feet,185.37,59.09
5cc8ed62fc13ae3b0f000132,Angie,Barbara,94956 Sage Road,Hartford,Connecticut,2003,Female,Excellent,Breathing,212.98,84.72
5cc8ed62fc13ae3b0f000133,Rik,Statham,77266 Cambridge Avenue,Hagerstown,Maryland,1994,Male,Excellent,Arm Action,213.22,76.84
5cc8ed62fc13ae3b0f000134,Grantley,Willingam,3183 Eliot Hill,Minneapolis,Minnesota,1989,Male,Good,Use of Feet,184.52,44.64
5cc8ed62fc13ae3b0f000135,Mar,Furze,7 Melrose Plaza,San Bernardino,California,1992,Male,Fair,Arm Action,125.21,72.67
5cc8ed62fc13ae3b0f000136,Parker,Dragonette,4161 Summit Junction,Los Angeles,California,2000,Male,Excellent,Turning,189.28,86.35
5cc8ed62fc13ae3b0f000137,Nollie,Blundin,18 Lukken Place,Houston,Texas,1995,Male,Excellent,Breathing,161.68,55.0
5cc8ed62fc13ae3b0f000138,Lewes,Walduck,167 Merchant Way,New Orleans,Louisiana,1982,Male,Good,Turning,213.68,45.16
5cc8ed62fc13ae3b0f000139,Emmalynne,Pitkeathly,4460 Toban Terrace,Saint Cloud,Minnesota,1985,Female,Fair,Breathing,209.5,88.89
5cc8ed62fc13ae3b0f00013a,Averyl,Atling,7165 Annamark Park,Bryan,Texas,1990,Female,Fair,Use of Feet,166.56,94.42
5cc8ed62fc13ae3b0f00013b,Heather,Moffet,35 Bultman Road,Lexington,Kentucky,1999,Female,Good,Arm Action,170.17,83.43
5cc8ed62fc13ae3b0f00013c,Row,Jouannin,3583 Pierstorff Way,Southfield,Michigan,2001,Female,Excellent,Use of Feet,151.83,94.16
5cc8ed62fc13ae3b0f00013d,Bronson,Dagger,5615 Birchwood Street,Portland,Oregon,1982,Male,Excellent,Turning,199.44,54.22
5cc8ed62fc13ae3b0f00013e,Rowan,Calvey,5939 Meadow Ridge Trail,Honolulu,Hawaii,1994,Male,Excellent,Breathing,153.92,49.47
5cc8ed62fc13ae3b0f00013f,Rosabel,Eyree,8360 Victoria Way,Worcester,Massachusetts,1995,Female,Fair,Turning,166.46,77.97
5cc8ed62fc13ae3b0f000140,Perrine,Southern,6534 Claremont Drive,Tampa,Florida,2000,Female,Good,Arm Action,126.71,85.55
5cc8ed62fc13ae3b0f000141,Amandy,Turneaux,944 Di Loreto Plaza,Springfield,Illinois,1986,Female,Good,Arm Action,182.7,97.99
5cc8ed62fc13ae3b0f000142,Kermie,Alcido,257 Spohn Street,Boca Raton,Florida,1986,Male,Excellent,Breathing,140.11,87.12
5cc8ed62fc13ae3b0f000143,Ky,D'Ruel,48307 Village Drive,Oakland,California,2005,Male,Excellent,Arm Action,130.71,87.64
5cc8ed62fc13ae3b0f000144,Melly,Dadswell,37 Division Drive,Lexington,Kentucky,1994,Female,Good,Breathing,158.22,49.93
5cc8ed62fc13ae3b0f000145,Bron,Grundell,4 Independence Terrace,New York City,New York,1983,Male,Excellent,Breathing,167.5,89.89
5cc8ed62fc13ae3b0f000146,Clarinda,Alfonso,1352 Hoepker Park,Worcester,Massachusetts,1999,Female,Fair,Arm Action,136.76,60.25
5cc8ed62fc13ae3b0f000147,Curt,Moncreiff,37 Dryden Street,Largo,Florida,2000,Male,Fair,Arm Action,121.3,82.58
5cc8ed62fc13ae3b0f000148,Sandye,Mardy,98 West Drive,Washington,District of Columbia,1980,Female,Good,Breathing,193.15,84.66
5cc8ed62fc13ae3b0f000149,Carlynn,Scardefield,32 Fairview Hill,Lake Charles,Louisiana,1983,Female,Fair,Use of Feet,160.29,83.62
5cc8ed62fc13ae3b0f00014a,Lara,MacArthur,82111 Gulseth Place,Lakewood,Washington,2003,Female,Good,Use of Feet,160.39,63.81
5cc8ed62fc13ae3b0f00014b,Marne,Wragge,2034 Summerview Point,Bakersfield,California,2002,Female,Fair,Turning,121.33,87.74
5cc8ed62fc13ae3b0f00014c,Lowell,Theobald,2 John Wall Street,Washington,District of Columbia,1995,Male,Good,Breathing,142.87,98.4
5cc8ed62fc13ae3b0f00014d,Lizette,Croft,209 Autumn Leaf Avenue,Staten Island,New York,1996,Female,Fair,Turning,192.61,96.01
5cc8ed62fc13ae3b0f00014e,Wyatan,Darnell,8 Darwin Park,Miami,Florida,1988,Male,Good,Breathing,162.44,83.59
5cc8ed62fc13ae3b0f00014f,Auguste,Kermode,59 Arapahoe Circle,Tulsa,Oklahoma,1986,Female,Fair,Use of Feet,154.7,47.96
5cc8ed62fc13ae3b0f000150,Lynnea,Graffin,3200 Loftsgordon Terrace,Harrisburg,Pennsylvania,1980,Female,Fair,Turning,214.96,52.88
5cc8ed62fc13ae3b0f000151,Bat,Kill,6 Nova Crossing,Fort Wayne,Indiana,2001,Male,Excellent,Arm Action,156.61,67.55
5cc8ed62fc13ae3b0f000152,Pooh,Blumfield,46583 Oak Valley Avenue,Birmingham,Alabama,1998,Female,Fair,Turning,127.0,66.3
5cc8ed62fc13ae3b0f000153,Coriss,Brandt,8 Meadow Vale Avenue,Terre Haute,Indiana,1991,Female,Excellent,Breathing,204.92,64.96
5cc8ed62fc13ae3b0f000154,Pren,Brame,04831 Center Plaza,Sandy,Utah,2007,Male,Fair,Breathing,179.93,59.4
5cc8ed62fc13ae3b0f000155,Cornelia,MacGarvey,35564 Bayside Court,Colorado Springs,Colorado,1981,Female,Excellent,Breathing,203.73,61.15
5cc8ed62fc13ae3b0f000156,Sylas,Posnett,92 Hagan Drive,Charlottesville,Virginia,1992,Male,Good,Turning,147.59,59.86
5cc8ed62fc13ae3b0f000157,Orbadiah,Wotherspoon,35 Ronald Regan Parkway,Dallas,Texas,1980,Male,Excellent,Breathing,155.41,68.51
5cc8ed62fc13ae3b0f000158,Isabel,Jolly,82 Shasta Junction,Dayton,Ohio,2005,Female,Excellent,Arm Action,180.95,93.63
5cc8ed62fc13ae3b0f000159,Trude,Bumphries,4846 Sugar Crossing,Salt Lake City,Utah,1995,Female,Excellent,Use of Feet,147.22,64.71
5cc8ed62fc13ae3b0f00015a,Gerri,Fergie,10867 Jenna Junction,Trenton,New Jersey,1995,Female,Excellent,Breathing,176.8,63.98
5cc8ed62fc13ae3b0f00015b,Stefan,Gammade,28 Melody Terrace,Waco,Texas,1993,Male,Excellent,Turning,164.71,47.82
5cc8ed63fc13ae3b0f00015c,Andria,Doodney,4800 Blaine Crossing,Bowie,Maryland,1999,Female,Fair,Arm Action,156.0,52.75
5cc8ed63fc13ae3b0f00015d,Prince,Witts,07682 Spaight Street,Indianapolis,Indiana,1995,Male,Excellent,Arm Action,147.94,66.73
5cc8ed63fc13ae3b0f00015e,Gabrila,Cherry Holme,678 Elgar Drive,Houston,Texas,2002,Female,Fair,Turning,182.15,65.57
5cc8ed63fc13ae3b0f00015f,Francklin,Wyatt,1 Clove Circle,Los Angeles,California,2000,Male,Good,Arm Action,166.38,46.98
5cc8ed63fc13ae3b0f000160,Willyt,Hendricks,11240 Dryden Park,Columbus,Georgia,1989,Female,Good,Use of Feet,193.57,95.06
5cc8ed63fc13ae3b0f000161,Astrix,Achurch,7538 Kenwood Road,Richmond,Virginia,1980,Female,Good,Breathing,212.07,77.93
5cc8ed63fc13ae3b0f000162,Tripp,Bees,942 Buell Circle,Montpelier,Vermont,2007,Male,Excellent,Arm Action,196.47,41.56
5cc8ed63fc13ae3b0f000163,Rozalie,Friberg,450 Orin Court,Lancaster,Pennsylvania,1992,Female,Fair,Breathing,178.68,59.67
5cc8ed63fc13ae3b0f000164,Cherice,Entwistle,39 Burning Wood Drive,Long Beach,California,2002,Female,Good,Breathing,125.97,42.31
5cc8ed63fc13ae3b0f000165,Gisela,Sayes,5 Caliangt Avenue,Kalamazoo,Michigan,1989,Female,Excellent,Arm Action,137.32,56.62
5cc8ed63fc13ae3b0f000166,Allyn,Goddert.sf,70447 Iowa Alley,Kansas City,Missouri,1984,Male,Fair,Breathing,128.82,56.76
5cc8ed63fc13ae3b0f000167,Cosme,Ping,4491 Atwood Trail,Santa Fe,New Mexico,1987,Male,Excellent,Arm Action,170.96,88.43
5cc8ed63fc13ae3b0f000168,Dominic,Bilbrook,8 Lakewood Point,Montpelier,Vermont,1995,Male,Good,Arm Action,179.4,59.19
5cc8ed63fc13ae3b0f000169,Edithe,Osipov,92500 Roxbury Parkway,Durham,North Carolina,1988,Female,Good,Turning,188.38,60.97
5cc8ed63fc13ae3b0f00016a,Ada,Isoldi,0547 Schurz Trail,Fairbanks,Alaska,1993,Female,Fair,Turning,188.06,68.02
5cc8ed63fc13ae3b0f00016b,Norri,Attock,55 Vermont Lane,Jacksonville,Florida,1996,Female,Excellent,Arm Action,166.78,93.04
5cc8ed63fc13ae3b0f00016c,Maribel,Golds,56717 Longview Parkway,North Little Rock,Arkansas,2008,Female,Excellent,Use of Feet,143.82,57.36
5cc8ed63fc13ae3b0f00016d,Rock,Mendel,59 Continental Trail,Reston,Virginia,1992,Male,Fair,Use of Feet,148.54,94.09
5cc8ed63fc13ae3b0f00016e,Duky,Thwaite,016 Bluestem Way,Miami,Florida,1989,Male,Good,Use of Feet,198.8,41.93
5cc8ed63fc13ae3b0f00016f,Asia,Littrick,58 Del Sol Pass,Wilkes Barre,Pennsylvania,2004,Female,Good,Breathing,189.67,51.59
5cc8ed63fc13ae3b0f000170,Phedra,Tolliday,1 Harbort Lane,Louisville,Kentucky,1990,Female,Fair,Arm Action,173.58,52.18
5cc8ed63fc13ae3b0f000171,Mitzi,Plowright,9 Goodland Pass,Washington,District of Columbia,2007,Female,Excellent,Arm Action,191.89,69.11
5cc8ed63fc13ae3b0f000172,Sonny,Boskell,7209 Grover Trail,Seattle,Washington,1988,Male,Excellent,Arm Action,127.19,77.49
5cc8ed63fc13ae3b0f000173,Adel,Piesing,6670 Johnson Hill,Phoenix,Arizona,2000,Female,Good,Breathing,212.12,91.76
5cc8ed63fc13ae3b0f000174,Garwood,Capner,8646 Lakewood Hill,Tacoma,Washington,1984,Male,Good,Arm Action,190.4,51.71
5cc8ed63fc13ae3b0f000175,Geoffry,Ventura,67204 Forest Pass,San Antonio,Texas,1987,Male,Good,Arm Action,158.85,80.18
